,Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Revenue,Order_Date,Sales_Channel,Region,Profit,%_pricepaid,Discount%,Cost_Price,Profit/Loss_%
2099,4099,Women,Soccer,Tiempo Legend,9,2,8864.29,10548.5051,15-03-2025,Online,Pune,3616.91,0.595,40.5,6931.5951000000005,52.18005304435627
2100,4100,Men,Running,Pegasus Turbo,10,1,3315.29,1839.9859499999998,19-03-2024,Online,Delhi,1507.71,0.5549999999999999,44.50000000000001,332.27594999999974,453.7523705823432
2101,4101,Men,Soccer,Mercurial Superfly,9,2,7150.045,10367.56525,10-07-2024,Retail,Delhi,3064.92,0.725,27.500000000000004,7302.64525,41.96999710481624
2102,4102,Men,Basketball,LeBron 20,10,1,6730.48,3331.5876,20-06-2025,Retail,Mumbai,1310.35,0.495,50.5,2021.2376,64.82909282906671
2103,4103,Men,Lifestyle,Waffle One,10,2,2475.41,3614.0986,31-12-2024,Retail,hyderbad,2158.91,0.73,27.0,1455.1886,148.35946350871632
2104,4104,Kids,Basketball,Zoom Freak,11,2,6021.235000000001,7948.030200000001,16-07-2025,Online,bengaluru,3999.21,0.66,34.0,3948.820200000001,101.27607228103217
2105,4105,Men,Running,Pegasus Turbo,12,1,3489.95,1936.9222499999996,25-05-2024,Retail,Bangalore,2093.87,0.5549999999999999,44.50000000000001,-156.94775000000027,-1334.119157490309
2107,4107,Kids,Running,React Infinity,10,2,6070.1900000000005,8134.0545999999995,27-04-2025,Retail,hyderbad,779.19,0.6699999999999999,33.00000000000001,7354.864599999999,10.594212706512641
2108,4108,Kids,Running,Pegasus Turbo,10,2,2767.55,1051.669,25-11-2023,Online,Kolkata,1059.07,0.19,81.0,-7.40099999999984,-14309.82299689262
2109,4109,Kids,Training,SuperRep Go,12,3,9731.83,16933.384199999997,29-11-2024,Online,Mumbai,-675.88,0.58,42.00000000000001,17609.264199999998,-3.838206936551046
2110,4110,Men,Training,Metcon 7,8,2,6284.84,5153.5688,26-08-2024,Retail,Hyderabad,3387.91,0.41,59.00000000000001,1765.6588000000002,191.87795512926957
2111,4111,Women,Lifestyle,Waffle One,10,1,4934.05,4095.2615,26-11-2024,Retail,bengaluru,2377.84,0.83,17.000000000000004,1717.4215,138.45407199106336
2112,4112,Women,Running,React Infinity,10,1,6254.85,3846.73275,22-04-2025,Online,Delhi,2093.68,0.615,38.5,1753.0527500000003,119.43051913298099
2113,4113,Kids,Basketball,Zoom Freak,10,2,6435.66,13514.886,05-12-2025,Online,Bangalore,3372.49,1.05,-5.000000000000004,10142.396,33.251413176925844
2114,4114,Kids,Training,Metcon 7,12,4,4307.83,9994.165599999998,13-07-2025,Retail,bengaluru,-233.59,0.58,42.00000000000001,10227.755599999999,-2.2838832793384314
2115,4115,Men,Basketball,Air Jordan,8,2,4613.79,4567.6521,14-05-2025,Retail,Delhi,-758.5,0.495,50.5,5326.1521,-14.241050307218977
2116,4116,Women,Lifestyle,Air Force 1,9,2,3854.22,5781.33,19-08-2024,Online,Pune,-43.41,0.75,25.0,5824.74,-0.7452693167420348
2117,4117,Women,Basketball,Zoom Freak,8,3,9501.67,14537.555100000001,03-10-2024,Online,Hyderabad,266.4,0.51,49.0,14271.155100000002,1.8667024367214673
2118,4118,Kids,Basketball,LeBron 20,12,4,5355.64,14138.889600000002,21-05-2025,Retail,Mumbai,-538.94,0.66,34.0,14677.829600000003,-3.6717962715686516
2119,4119,Kids,Training,ZoomX Invincible,8,2,8849.62,12212.4756,25-08-2024,Online,Mumbai,1451.15,0.69,31.000000000000007,10761.3256,13.484862868567049
2120,4120,Women,Basketball,Zoom Freak,8,3,7388.23,27262.5687,31-12-2024,Online,Delhi,3175.14,1.23,-23.0,24087.4287,13.181730767302696
2121,4121,Kids,Training,ZoomX Invincible,6,2,2763.46,5526.92,11-07-2024,Retail,bengaluru,-399.33,1.0,0.0,5926.25,-6.738325247838009
2122,4122,Kids,Lifestyle,Dunk Low,11,1,6122.674999999999,3704.2183749999995,18-06-2025,Retail,Mumbai,-261.43,0.605,39.5,3965.6483749999993,-6.592364609229885
2123,4123,Women,Running,Air Zoom,12,1,8184.99,5033.7688499999995,31-12-2024,Retail,Hyd,41.24,0.615,38.5,4992.52885,0.8260342852099894
2125,4125,Men,Soccer,Tiempo Legend,8,1,6041.3,4379.9425,31-12-2024,Retail,Kolkata,2465.79,0.725,27.500000000000004,1914.1525000000001,128.81888982199695
2126,4126,Women,Training,SuperRep Go,10,2,5931.25,6583.687499999999,20-07-2025,Retail,Delhi,1345.61,0.5549999999999999,44.50000000000001,5238.077499999999,25.689005174131157
2127,4127,Women,Running,Free RN,10,1,4690.15,2298.1735,21-12-2024,Online,Kolkata,1331.92,0.49,51.0,966.2534999999998,137.84374390364437
2128,4128,Women,Lifestyle,Air Force 1,9,2,2566.91,410.7056,31-12-2024,Online,Mumbai,1529.46,0.08,92.0,-1118.7544,-136.71097070098673
2129,4129,Men,Running,Pegasus Turbo,9,1,3445.62,826.9487999999999,02-03-2025,Retail,Kolkata,-29.1,0.24,76.0,856.0487999999999,-3.399338916192629
2130,4130,Men,Running,Air Zoom,12,2,2776.53,3081.9483,31-12-2024,Online,Mumbai,140.84,0.5549999999999999,44.50000000000001,2941.1083,4.7886709918162484
2131,4131,Women,Running,React Infinity,10,2,2081.15,3746.07,16-11-2024,Online,Bangalore,3544.31,0.9,9.999999999999998,201.76000000000022,1756.6960745440106
2132,4132,Women,Lifestyle,Dunk Low,12,2,5087.72,712.2808000000001,08-08-2024,Online,Hyderabad,-921.97,0.07,93.0,1634.2508000000003,-56.41545349098192
2133,4133,Men,Basketball,Air Jordan,10,3,4105.06,6096.0141,11-09-2024,Online,Mumbai,1015.38,0.495,50.5,5080.6341,19.985300653711707
2134,4134,Women,Training,ZoomX Invincible,12,1,6882.3099999999995,7639.3641,31-12-2024,Retail,Delhi,2535.71,1.11,-11.00000000000001,5103.6541,49.68420567530234
2135,4135,Men,Training,SuperRep Go,9,2,3860.5,4053.525,14-10-2024,Retail,Delhi,1756.3,0.525,47.5,2297.2250000000004,76.45311190675706
2136,4136,Kids,Lifestyle,Air Force 1,6,2,6554.3099999999995,7930.715099999999,16-11-2024,Online,Delhi,-105.03,0.605,39.5,8035.745099999999,-1.3070349879564997
2137,4137,Women,Basketball,LeBron 20,10,1,2310.45,1617.3149999999998,01-02-2025,Retail,Hyd,2244.75,0.7,30.000000000000004,-627.4350000000002,-357.76614310645715
2138,4138,Kids,Running,Free RN,9,2,5691.68,12863.1968,13-07-2025,Retail,Pune,3938.78,1.13,-12.99999999999999,8924.416799999999,44.134872768380795
2139,4139,Women,Training,Flex Trainer,9,2,6465.53,7176.738299999999,31-12-2024,Online,Kolkata,-279.09,0.5549999999999999,44.50000000000001,7455.828299999999,-3.7432460723377976
2140,4140,Women,Running,Air Zoom,12,1,5550.99,3413.8588499999996,28-04-2025,Online,Bangalore,3381.94,0.615,38.5,31.918849999999566,10595.431852964772
2141,4141,Men,Training,ZoomX Invincible,7,2,2406.03,2526.3315000000002,21-12-2024,Online,bengaluru,1504.9,0.525,47.5,1021.4315000000001,147.3324447111725
2142,4142,Kids,Training,Flex Trainer,10,1,2840.97,2471.6439,31-12-2024,Online,Bangalore,3836.65,0.87,13.0,-1365.0061,-281.0720040005682
2143,4143,Women,Running,React Infinity,9,2,7006.295,8617.74285,26-03-2025,Retail,Delhi,3876.35,0.615,38.5,4741.39285,81.75551199053248
2144,4144,Men,Training,ZoomX Invincible,12,1,2335.82,1226.3055000000002,31-12-2024,Online,bengaluru,304.78,0.525,47.5,921.5255000000002,33.07342010611751
2145,4145,Kids,Soccer,Tiempo Legend,8,2,5186.225,7105.128250000001,31-12-2024,Retail,Delhi,285.95,0.685,31.499999999999993,6819.178250000001,4.193320507496632
2146,4146,Kids,Lifestyle,Blazer Mid,10,3,6569.37,11923.40655,27-08-2023,Online,Mumbai,1217.01,0.605,39.5,10706.39655,11.367129867798518
2147,4147,Men,Basketball,Zoom Freak,10,1,7659.09,3791.24955,26-11-2024,Online,Delhi,106.35,0.495,50.5,3684.89955,2.886103096080326
2148,4148,Kids,Soccer,Phantom GT,7,3,5943.25,12213.378750000002,18-07-2025,Retail,Pune,-900.4,0.685,31.499999999999993,13113.778750000001,-6.866060631074776
2149,4149,Women,Training,SuperRep Go,10,4,5716.52,12690.6744,14-09-2024,Retail,Pune,274.76,0.5549999999999999,44.50000000000001,12415.9144,2.212966287847474
2150,4150,Men,Basketball,Zoom Freak,11,3,6172.36,14998.834799999999,17-12-2024,Retail,Pune,3076.73,0.81,18.999999999999993,11922.1048,25.806936372510332
2151,4151,Kids,Training,Metcon 7,8,2,7282.99,728.299,10-10-2024,Retail,Kolkata,871.53,0.05,95.0,-143.231,-608.4786114737732
2152,4152,Men,Basketball,Kyrie Flytrap,12,1,5124.65,2536.7017499999997,07-08-2024,Online,Mumbai,1011.99,0.495,50.5,1524.7117499999997,66.37254549917387
2153,4153,Women,Running,Pegasus Turbo,9,2,6047.945,7438.972349999999,13-02-2025,Retail,Kolkata,2255.74,0.615,38.5,5183.232349999999,43.5199475477884
2154,4154,Women,Soccer,Tiempo Legend,10,1,7253.3,4315.7135,31-12-2024,Online,bengaluru,2963.38,0.595,40.5,1352.3334999999997,219.13085788379868
2155,4155,Kids,Training,Flex Trainer,8,1,8736.2,8212.028,31-12-2024,Retail,bengaluru,547.28,0.94,6.000000000000005,7664.7480000000005,7.140221700700399
2156,4156,Men,Running,React Infinity,8,3,7417.67,12350.420549999999,20-05-2024,Online,Mumbai,203.96,0.5549999999999999,44.50000000000001,12146.46055,1.6791722918821812
2157,4157,Men,Basketball,Zoom Freak,12,3,6172.36,9165.9546,09-07-2025,Retail,Delhi,-699.76,0.495,50.5,9865.7146,-7.092846573931907
2158,4158,Women,Lifestyle,Blazer Mid,10,3,7671.0650000000005,17259.896249999998,18-08-2024,Online,Hyd,3155.41,0.75,25.0,14104.486249999998,22.371676245917858
2159,4159,Women,Running,React Infinity,12,2,8683.8,10681.073999999999,31-12-2024,Online,Delhi,3914.69,0.615,38.5,6766.383999999998,57.85497837545136
2160,4160,Men,Lifestyle,Air Force 1,9,2,6148.9,8977.393999999998,31-12-2024,Online,Delhi,2664.48,0.73,27.0,6312.913999999999,42.20681605990515
2161,4161,Men,Running,Air Zoom,10,2,4854.18,3883.3440000000005,16-04-2025,Online,Kolkata,1864.83,0.4,60.0,2018.5140000000006,92.38628020415015
2162,4162,Men,Training,SuperRep Go,12,1,3782.59,1985.85975,31-12-2024,Online,Pune,1401.88,0.525,47.5,583.97975,240.05626907439859
2163,4163,Men,Training,SuperRep Go,10,3,5157.745,8123.448375000001,12-09-2024,Retail,Hyd,1942.39,0.525,47.5,6181.0583750000005,31.42487713522039
2164,4164,Men,Soccer,Tiempo Legend,12,1,2196.67,1592.58575,21-07-2025,Online,Bangalore,-1088.9,0.725,27.500000000000004,2681.48575,-40.60808452925772
2165,4165,Women,Training,SuperRep Go,12,1,5931.25,1542.125,20-11-2024,Online,Bangalore,2194.38,0.26,74.0,-652.2550000000001,-336.42977056519305
2166,4166,Women,Soccer,Phantom GT,8,2,6356.455,7564.181449999999,03-05-2025,Online,Delhi,-512.77,0.595,40.5,8076.951449999999,-6.34855865080135
2167,4167,Men,Basketball,Kyrie Flytrap,12,1,3354.93,1660.6903499999999,31-12-2024,Retail,Hyd,3486.85,0.495,50.5,-1826.15965,-190.93894665781275
2168,4168,Kids,Running,Free RN,10,4,5691.68,15253.702399999998,09-06-2024,Retail,Mumbai,3282.84,0.6699999999999999,33.00000000000001,11970.862399999998,27.423588128454305
2169,4169,Men,Basketball,LeBron 20,10,3,8320.11,12355.363350000001,31-12-2024,Retail,Delhi,3743.48,0.495,50.5,8611.883350000002,43.468772716249106
2170,4170,Men,Lifestyle,Blazer Mid,12,2,3297.7,6925.17,15-08-2024,Online,bengaluru,1678.19,1.05,-5.000000000000004,5246.98,31.983922179996878
2171,4171,Men,Running,React Infinity,8,3,9303.8,15490.826999999997,21-12-2024,Retail,Delhi,-1107.26,0.5549999999999999,44.50000000000001,16598.086999999996,-6.671009737447456
2172,4172,Women,Soccer,Mercurial Superfly,10,1,4262.63,2536.26485,21-01-2025,Retail,bengaluru,155.61,0.595,40.5,2380.65485,6.536436812753434
2173,4173,Men,Soccer,Tiempo Legend,8,1,6041.3,4379.9425,31-12-2024,Online,Hyderabad,-835.46,0.725,27.500000000000004,5215.4025,-16.019089610054067
2174,4174,Women,Soccer,Tiempo Legend,12,2,7253.3,8631.427,03-08-2025,Retail,Kolkata,-869.37,0.595,40.5,9500.797,-9.15049547948451
2175,4175,Men,Basketball,Air Jordan,10,2,5974.92,5915.1708,31-12-2024,Retail,Kolkata,2631.77,0.495,50.5,3283.4008,80.15378445421588
2176,4176,Women,Training,ZoomX Invincible,8,1,6882.3099999999995,3819.6820499999994,02-09-2023,Retail,Hyderabad,2254.67,0.5549999999999999,44.50000000000001,1565.0120499999994,144.06726133514442
2177,4177,Kids,Training,Metcon 7,8,2,5817.695,6748.526199999999,31-12-2024,Online,Mumbai,-203.62,0.58,42.00000000000001,6952.146199999999,-2.9288797177481687
2178,4178,Men,Basketball,Air Jordan,10,2,5974.92,5915.1708,26-08-2024,Retail,Hyd,302.75,0.495,50.5,5612.4208,5.394285474816856
2179,4179,Women,Running,React Infinity,12,2,6633.14,8158.7622,06-01-2025,Retail,Mumbai,1048.63,0.615,38.5,7110.1322,14.748389629098599
2180,4180,Men,Running,Pegasus Turbo,8,1,6211.38,3447.3158999999996,04-06-2025,Retail,Kolkata,500.23,0.5549999999999999,44.50000000000001,2947.0858999999996,16.97371630735297
2181,4181,Women,Running,Free RN,8,3,5698.6900000000005,10514.08305,05-04-2025,Retail,Delhi,-564.63,0.615,38.5,11078.713049999998,-5.096530593867129
2182,4182,Men,Lifestyle,Dunk Low,12,1,9335.57,6814.9661,12-02-2024,Retail,Mumbai,1135.38,0.73,27.0,5679.5860999999995,19.99054121214925
2183,4183,Men,Lifestyle,Air Force 1,11,2,8647.63,12625.539799999999,23-03-2025,Retail,Pune,-443.83,0.73,27.0,13069.369799999999,-3.395955633606756
2184,4184,Women,Basketball,LeBron 20,10,1,6271.66,4390.161999999999,31-12-2024,Online,bengaluru,1788.65,0.7,30.000000000000004,2601.5119999999993,68.75424752989801
2185,4185,Women,Training,ZoomX Invincible,6,3,6882.3099999999995,11459.046149999998,01-02-2025,Online,hyderbad,2562.05,0.5549999999999999,44.50000000000001,8896.996149999999,28.796797894534333
2186,4186,Men,Basketball,LeBron 20,12,3,9872.08,5034.7608,10-03-2025,Online,bengaluru,409.77,0.17,83.0,4624.9908,8.859909515928118
2187,4187,Women,Training,Flex Trainer,10,2,5363.84,10191.296,31-12-2024,Retail,hyderbad,1194.42,0.95,5.000000000000004,8996.876,13.275941560159326
2189,4189,Kids,Soccer,Phantom GT,9,2,6466.57,12545.145799999998,31-12-2024,Retail,hyderbad,2788.1,0.97,3.0000000000000027,9757.045799999998,28.57524764309296
2191,4191,Men,Running,React Infinity,8,3,6870.705,11439.723824999997,22-07-2024,Online,Pune,671.86,0.5549999999999999,44.50000000000001,10767.863824999997,6.23949198205987
2192,4192,Men,Lifestyle,Waffle One,9,2,3339.95,6679.9,26-05-2025,Retail,Delhi,642.55,1.0,0.0,6037.349999999999,10.642914523756284
2193,4193,Kids,Basketball,Kyrie Flytrap,12,1,4917.28,3245.4048,12-04-2024,Online,Mumbai,1192.66,0.66,34.0,2052.7447999999995,58.100743940503484
2194,4194,Kids,Running,React Infinity,10,2,6070.1900000000005,8134.0545999999995,28-10-2024,Retail,Delhi,-759.55,0.6699999999999999,33.00000000000001,8893.604599999999,-8.540406664807204
2195,4195,Kids,Training,Metcon 7,10,2,6317.4,7328.183999999999,23-09-2023,Retail,Mumbai,-746.03,0.58,42.00000000000001,8074.213999999999,-9.23966097504971
2197,4197,Men,Running,React Infinity,12,4,7560.6,16784.532,31-12-2024,Online,Kolkata,1415.35,0.5549999999999999,44.50000000000001,15369.181999999999,9.20901320577764
2198,4198,Men,Running,Pegasus Turbo,8,1,7860.63,4166.133900000001,31-12-2024,Retail,Delhi,-1087.13,0.53,47.0,5253.263900000001,-20.694372502397982
2199,4199,Women,Running,Free RN,9,3,5698.6900000000005,10514.08305,25-05-2025,Online,hyderbad,-731.89,0.615,38.5,11245.973049999999,-6.508018441321092
2200,4200,Women,Soccer,Tiempo Legend,10,2,7253.3,11315.148000000001,31-12-2024,Online,bengaluru,-613.22,0.78,21.999999999999996,11928.368,-5.140854138638245
2201,4201,Kids,Running,React Infinity,10,3,6070.1900000000005,12201.0819,09-05-2025,Retail,Kolkata,1412.54,0.6699999999999999,33.00000000000001,10788.5419,13.092964861173687
2202,4202,Men,Training,SuperRep Go,10,4,4996.25,10492.125,16-05-2025,Online,Pune,299.85,0.525,47.5,10192.275,2.9419339646938494
2203,4203,Kids,Training,Flex Trainer,8,1,6295.0,3651.1,31-12-2024,Online,Pune,1879.42,0.58,42.00000000000001,1771.6799999999998,106.08123363135556
2204,4204,Kids,Lifestyle,Waffle One,9,2,7265.47,8791.2187,16-04-2025,Online,Pune,1589.71,0.605,39.5,7201.508699999999,22.074679990319254
2205,4205,Kids,Lifestyle,Waffle One,12,2,5254.485000000001,6357.926850000001,13-10-2024,Online,Mumbai,2333.09,0.605,39.5,4024.8368500000006,57.96731860075271
2206,4206,Kids,Basketball,Kyrie Flytrap,9,2,4917.28,6490.8096,11-07-2024,Online,bengaluru,943.16,0.66,34.0,5547.6496,17.001073752026443
2208,4208,Kids,Running,React Infinity,9,2,6070.1900000000005,8134.0545999999995,08-04-2025,Retail,Pune,-942.96,0.6699999999999999,33.00000000000001,9077.014599999999,-10.388437625736552
2209,4209,Women,Running,Air Zoom,8,1,5550.99,3413.8588499999996,03-12-2023,Online,Kolkata,3222.58,0.615,38.5,191.2788499999997,1684.7550055847812
2210,4210,Kids,Training,SuperRep Go,8,3,4912.45,8547.662999999999,31-12-2024,Retail,Mumbai,2738.04,0.58,42.00000000000001,5809.622999999999,47.12939204488829
2211,4211,Men,Basketball,Air Jordan,9,2,5974.92,13025.325600000002,19-04-2025,Online,Hyderabad,-253.76,1.09,-9.000000000000007,13279.085600000002,-1.910974954480299
2212,4212,Men,Running,React Infinity,12,3,6870.705,18550.9035,29-07-2023,Online,Kolkata,3556.86,0.9,9.999999999999998,14994.0435,23.72181993469607
2213,4213,Men,Lifestyle,Dunk Low,10,3,7588.77,16619.4063,26-05-2024,Retail,Delhi,1165.42,0.73,27.0,15453.986299999999,7.5412257871614665
2215,4215,Men,Training,Flex Trainer,12,3,7213.51,11361.27825,13-07-2025,Online,Kolkata,960.82,0.525,47.5,10400.45825,9.238246785904842
2216,4216,Kids,Lifestyle,Waffle One,8,1,4989.15,3018.4357499999996,23-02-2025,Online,Delhi,3445.94,0.605,39.5,-427.5042500000004,-806.0598227970825
2217,4217,Men,Soccer,Tiempo Legend,12,1,3080.23,677.6506,08-05-2025,Online,Delhi,-950.13,0.22,78.0,1627.7806,-58.36965989151117
2218,4218,Kids,Running,Free RN,10,2,6296.17,8436.8678,02-11-2025,Online,Bangalore,3435.85,0.6699999999999999,33.00000000000001,5001.0178,68.70301481430441
2219,4219,Kids,Training,Flex Trainer,9,1,9565.66,5548.082799999999,31-12-2024,Retail,Pune,3667.35,0.58,42.00000000000001,1880.7327999999993,194.99580163646857
2220,4220,Kids,Lifestyle,Dunk Low,8,2,2290.64,3848.2751999999996,31-01-2025,Retail,Delhi,608.16,0.84,16.000000000000004,3240.1151999999997,18.76970300315248
2221,4221,Kids,Soccer,Mercurial Superfly,12,3,6892.094999999999,18195.130799999995,31-12-2024,Online,Hyd,1001.02,0.88,12.0,17194.110799999995,5.821877104572342
2223,4223,Kids,Soccer,Mercurial Superfly,10,1,6892.094999999999,2136.54945,04-02-2025,Retail,bengaluru,-1152.37,0.31,69.0,3288.91945,-35.037951446332926
2224,4224,Kids,Training,ZoomX Invincible,9,2,6584.055,7637.5037999999995,10-10-2024,Online,hyderbad,2541.07,0.58,42.00000000000001,5096.433799999999,49.85976664702288
2225,4225,Kids,Running,Free RN,12,2,2941.85,6589.744000000001,05-01-2025,Online,Delhi,2776.82,1.12,-12.00000000000001,3812.9240000000004,72.8265236862838
2226,4226,Women,Lifestyle,Waffle One,9,1,4934.05,3700.5375000000004,17-01-2025,Online,Delhi,2918.69,0.75,25.0,781.8475000000003,373.3068149479277
2227,4227,Kids,Training,Metcon 7,10,2,5817.695,6748.526199999999,17-12-2024,Retail,Mumbai,110.91,0.58,42.00000000000001,6637.6161999999995,1.6709311996677363
2228,4228,Kids,Training,SuperRep Go,10,3,4912.45,8547.662999999999,12-05-2025,Retail,Kolkata,-448.12,0.58,42.00000000000001,8995.783,-4.981445194931893
2229,4229,Kids,Running,Free RN,12,4,5691.68,15253.702399999998,20-06-2025,Online,Pune,3470.61,0.6699999999999999,33.00000000000001,11783.092399999998,29.45415246001127
2230,4230,Kids,Lifestyle,Waffle One,10,2,5254.485000000001,6357.926850000001,15-08-2024,Retail,Hyderabad,-1193.85,0.605,39.5,7551.77685,-15.808862254715589
2231,4231,Kids,Lifestyle,Blazer Mid,12,2,6652.23,14501.8614,08-01-2024,Online,Pune,-780.66,1.09,-9.000000000000007,15282.5214,-5.108188495649677
2232,4232,Women,Soccer,Tiempo Legend,10,2,7253.3,8631.427,31-12-2024,Online,bengaluru,-532.52,0.595,40.5,9163.947,-5.811033171623537
2233,4233,Women,Soccer,Mercurial Superfly,9,1,3895.52,2317.8343999999997,31-12-2024,Retail,Bangalore,3856.45,0.595,40.5,-1538.6156,-250.64415049476943
2234,4234,Women,Basketball,Zoom Freak,8,3,7388.23,15515.282999999998,31-12-2024,Online,Mumbai,404.2,0.7,30.000000000000004,15111.082999999997,2.6748579171989197
2235,4235,Kids,Basketball,Zoom Freak,9,4,3417.98,9023.467200000001,18-04-2025,Online,Bangalore,2112.47,0.66,34.0,6910.997200000002,30.56678998509794
2236,4236,Kids,Soccer,Mercurial Superfly,9,3,8299.07,2240.7489,31-12-2024,Retail,Delhi,1565.48,0.09,91.0,675.2689,231.8306085175846
2237,4237,Men,Basketball,LeBron 20,10,1,6730.48,3331.5876,15-02-2025,Online,Delhi,572.58,0.495,50.5,2759.0076,20.75311427195779
2238,4238,Men,Soccer,Phantom GT,12,2,6489.35,9409.5575,14-12-2024,Online,Hyderabad,-321.44,0.725,27.500000000000004,9730.997500000001,-3.303258478896947
2239,4239,Men,Running,Air Zoom,9,2,4854.18,10970.4468,08-09-2023,Online,Kolkata,-828.71,1.13,-12.99999999999999,11799.1568,-7.023467982051056
2240,4240,Men,Running,Air Zoom,8,2,4854.18,5388.1398,06-04-2025,Retail,Bangalore,1091.85,0.5549999999999999,44.50000000000001,4296.2898000000005,25.413788427400775
2241,4241,Women,Basketball,LeBron 20,8,1,6271.66,4390.161999999999,29-10-2024,Retail,Delhi,3890.05,0.7,30.000000000000004,500.11199999999917,777.8357647886887
2242,4242,Kids,Basketball,Kyrie Flytrap,9,2,3507.12,4629.3984,01-09-2025,Retail,Mumbai,2217.09,0.66,34.0,2412.3084,91.90740288430784
2243,4243,Kids,Training,ZoomX Invincible,9,2,5248.74,6088.5383999999995,31-12-2024,Retail,bengaluru,3500.67,0.58,42.00000000000001,2587.8683999999994,135.27233455920714
2244,4244,Men,Training,Metcon 7,12,2,6284.84,6787.627200000001,31-12-2024,Retail,bengaluru,161.88,0.54,46.0,6625.747200000001,2.4431961424667694
2245,4245,Kids,Basketball,Zoom Freak,8,3,6021.235000000001,3070.8298500000005,12-12-2024,Online,Delhi,2445.12,0.17,83.0,625.7098500000006,390.7753729624038
2246,4246,Men,Running,Pegasus Turbo,10,1,3576.04,1984.7021999999997,10-01-2025,Retail,Mumbai,3581.39,0.5549999999999999,44.50000000000001,-1596.6878000000002,-224.3012065351786
2247,4247,Kids,Training,Flex Trainer,8,1,6295.0,4343.549999999999,26-02-2025,Retail,Kolkata,1585.72,0.69,31.000000000000007,2757.829999999999,57.49883060232142
2248,4248,Kids,Soccer,Premier III,12,2,4045.64,5542.526800000001,31-12-2024,Retail,Mumbai,2167.88,0.685,31.499999999999993,3374.6468000000004,64.24020433782877
2249,4249,Kids,Training,Flex Trainer,10,1,2902.95,1741.7699999999998,11-10-2024,Retail,bengaluru,-855.08,0.6,40.0,2596.85,-32.92758534378189
2250,4250,Women,Basketball,Air Jordan,11,2,6144.015,8601.621,16-01-2025,Online,Kolkata,2005.64,0.7,30.000000000000004,6595.980999999999,30.40700086916564
2251,4251,Kids,Basketball,LeBron 20,8,1,6329.6,3734.464,07-01-2024,Retail,Mumbai,354.2,0.59,41.0,3380.264,10.47847150400087
2252,4252,Kids,Training,SuperRep Go,10,3,4912.45,14737.349999999999,08-06-2024,Online,hyderbad,2633.21,1.0,0.0,12104.14,21.754622798480522
2255,4255,Women,Running,React Infinity,9,1,7006.295,4308.871425,31-12-2024,Retail,Kolkata,2584.67,0.615,38.5,1724.2014250000002,149.9053395110145
2256,4256,Women,Soccer,Tiempo Legend,12,4,7253.3,15086.864000000001,18-12-2024,Online,Hyd,-782.15,0.52,48.0,15869.014000000001,-4.928787636081234
2257,4257,Women,Training,Metcon 7,9,2,5462.8,10816.344000000001,14-08-2024,Online,Kolkata,-1144.93,0.99,1.0000000000000009,11961.274000000001,-9.57197368775266
2258,4258,Kids,Lifestyle,Dunk Low,10,1,4189.36,2534.5627999999997,10-06-2024,Retail,Pune,1276.34,0.605,39.5,1258.2227999999998,101.43990396613383
2259,4259,Men,Lifestyle,Air Force 1,10,2,6009.58,4206.706,22-09-2023,Retail,Bangalore,3351.25,0.35,65.0,855.4560000000001,391.7501309243257
2260,4260,Women,Lifestyle,Waffle One,9,3,6058.38,13631.355,31-12-2024,Online,Kolkata,258.08,0.75,25.0,13373.275,1.9298189860000634
2262,4262,Women,Basketball,LeBron 20,12,1,6271.66,4390.161999999999,18-04-2025,Online,Mumbai,-975.63,0.7,30.000000000000004,5365.7919999999995,-18.18240438690132
2263,4263,Men,Running,React Infinity,9,3,4641.58,7728.230699999999,30-06-2025,Retail,Delhi,2049.32,0.5549999999999999,44.50000000000001,5678.9106999999985,36.086498067314224
2264,4264,Kids,Lifestyle,Air Force 1,8,1,6012.55,3637.59275,11-01-2024,Online,Delhi,783.79,0.605,39.5,2853.80275,27.46475733124863
2265,4265,Kids,Training,Flex Trainer,8,1,6295.0,3651.1,08-02-2024,Online,Kolkata,1852.59,0.58,42.00000000000001,1798.51,103.00693351718921
2266,4266,Men,Lifestyle,Waffle One,12,3,6147.51,13463.0469,04-07-2025,Online,Mumbai,-898.11,0.73,27.0,14361.1569,-6.253744083807064
2267,4267,Women,Basketball,Zoom Freak,10,3,4101.5,3445.26,31-12-2024,Retail,Pune,2289.05,0.28,72.0,1156.21,197.9787408861712
2268,4268,Men,Lifestyle,Waffle One,10,1,6321.98,4615.0454,31-12-2024,Online,Mumbai,-557.35,0.73,27.0,5172.3954,-10.775471650910523
2269,4269,Kids,Basketball,Zoom Freak,10,2,6021.235000000001,7948.030200000001,31-12-2024,Online,Pune,672.46,0.66,34.0,7275.570200000001,9.242712000772118
2270,4270,Kids,Soccer,Tiempo Legend,10,2,5186.225,7105.128250000001,01-01-2025,Online,Bangalore,679.64,0.685,31.499999999999993,6425.48825,10.577250685969272
2271,4271,Kids,Lifestyle,Waffle One,12,2,4426.69,4603.7576,13-01-2025,Online,Bangalore,-389.08,0.52,48.0,4992.8376,-7.792762977109449
2272,4272,Women,Basketball,Air Jordan,10,2,4529.52,6341.328,23-06-2025,Online,Mumbai,2722.9,0.7,30.000000000000004,3618.4280000000003,75.25091006370722
